Event Type,Expected Footfall,Number of Sponsors,Ticket Price,Sponsor Type,Sponsor Cost,Sponsor Revenue,Sponsor ROI
Conferences and seminars,4048,4,310.55,Merchandise,14152.62,24282.78,71.58
Entertainment and media events,12097,1,45807.06,In Kind,42930.67,85861.34,100
Entertainment and media events,34700,3,365.68,In Kind,52275.92,87254.38,66.91
Entertainment and media events,34700,3,365.68,Financial,12969.58,25939.16,100
Entertainment and media events,34700,3,365.68,Financial,70331.03,140662.06,100
Virtual event,838,2,0,Media Sponsorship,62102.73,70875.11,14.13
Virtual event,838,2,0,Philanthropy,12119.62,12119.62,0
Conferences and seminars,2232,5,454.22,Philanthropy,82174.28,139574.16,69.85
Conferences and seminars,2232,5,454.22,Financial,57125.54,114251.08,100
Conferences and seminars,2232,5,454.22,Food Stalls,35748.85,71497.7,100
Conferences and seminars,2232,5,454.22,Food Stalls,38375.93,68232.37,77.8
Conferences and seminars,2232,5,454.22,Merchandise,49263.7,98527.4,100
Virtual event,7307,1,0,Influencer,68239.16,136478.32,100
Entertainment and media events,8884,1,37978.96,Food Stalls,31196.54,59301.03,90.09
Entertainment and media events,42048,1,85086.8,Media Sponsorship,56828.64,113657.28,100
Conferences and seminars,2078,5,608.0,Financial,189483.83,378967.66,100
Conferences and seminars,2078,5,608.0,In Kind,3840.6,6322.9,64.63
Conferences and seminars,2078,5,608.0,In Kind,15414.8,20839.53,35.19
Conferences and seminars,2078,5,608.0,Media Sponsorship,67500.07,135000.14,100
Conferences and seminars,2078,5,608.0,Financial,33483.34,66966.68,100
Conferences and seminars,4691,2,597.48,Influencer,20332.85,40665.7,100
Conferences and seminars,4691,2,597.48,In Kind,94330.05,123380.7,30.8
Sports events,50521,2,957.01,Food Stalls,1681.68,3363.36,100
Sports events,50521,2,957.01,Food Stalls,42658.01,74834.91,75.43
Sports events,42474,5,421.49,Financial,120855.72,241711.44,100
Sports events,42474,5,421.49,Media Sponsorship,26963.12,53926.24,100
Sports events,42474,5,421.49,Media Sponsorship,20075.31,40150.62,100
Sports events,42474,5,421.49,Philanthropy,32626.23,65252.46,100
Sports events,42474,5,421.49,Influencer,73778.92,147557.84,100
Conferences and seminars,4651,4,877.66,In Kind,9041.53,18083.06,100
Conferences and seminars,4651,4,877.66,Financial,127790.94,255581.88,100
Conferences and seminars,4651,4,877.66,Financial,87059.48,174118.96,100
Conferences and seminars,4651,4,877.66,Merchandise,13383.15,24697.49,84.54
Festivals and fairs,5288,3,0,Merchandise,11295.07,22590.14,100
Festivals and fairs,5288,3,0,Merchandise,16271.27,32542.54,100
Festivals and fairs,5288,3,0,Financial,43768.15,87536.3,100
Sports events,65136,5,170.18,In Kind,68997.83,137995.66,100
Sports events,65136,5,170.18,Media Sponsorship,44584.82,89169.64,100
Sports events,65136,5,170.18,In Kind,34525.58,62505.81,81.04
Sports events,65136,5,170.18,Media Sponsorship,93692.45,187384.9,100
Sports events,65136,5,170.18,In Kind,17434.7,34869.4,100
Festivals and fairs,55668,4,0,Influencer,76955.79,153911.58,100
Festivals and fairs,55668,4,0,In Kind,24830.92,49661.84,100
Festivals and fairs,55668,4,0,Media Sponsorship,79455.4,158910.8,100
Festivals and fairs,55668,4,0,Influencer,73270.91,146541.82,100
Sports events,11120,1,504.49,Influencer,59263.71,118527.42,100
Conferences and seminars,475,1,33.28,Financial,149933.42,149933.42,0
Festivals and fairs,53069,3,0,Merchandise,32593.77,65187.54,100
Festivals and fairs,53069,3,0,In Kind,44963.86,89927.72,100
Festivals and fairs,53069,3,0,Influencer,95140.52,190281.04,100
Conferences and seminars,3186,2,220.65,Financial,197794.41,395588.82,100
Conferences and seminars,3186,2,220.65,Media Sponsorship,95396.92,190793.84,100
Virtual event,7839,1,0,Philanthropy,67068.56,109755.52,63.65
Sports events,57685,1,410.61,Financial,168412.97,336825.94,100
Virtual event,2031,4,0,Philanthropy,76539.47,151605.96,98.08
Virtual event,2031,4,0,Financial,165120.69,330241.38,100
Virtual event,2031,4,0,Philanthropy,70728.51,141457.02,100
Virtual event,2031,4,0,Philanthropy,75274.37,94835.58,25.99
Conferences and seminars,1774,5,162.3,Philanthropy,33906.4,67812.8,100
Conferences and seminars,1774,5,162.3,Media Sponsorship,95703.41,191406.82,100
Conferences and seminars,1774,5,162.3,Influencer,86408.23,153868.67,78.07
Conferences and seminars,1774,5,162.3,Financial,189330.41,378660.82,100
Conferences and seminars,1774,5,162.3,Merchandise,36949.81,52647.66,42.48
Entertainment and media events,45540,5,54375.33,In Kind,48267.1,96534.2,100
Entertainment and media events,45540,5,54375.33,In Kind,54168.05,108336.1,100
Entertainment and media events,45540,5,54375.33,Philanthropy,3733.93,7467.86,100
Entertainment and media events,45540,5,54375.33,Financial,76197.98,152395.96,100
Entertainment and media events,45540,5,54375.33,Media Sponsorship,99560.56,199121.12,100
Festivals and fairs,32497,4,0,Media Sponsorship,53221.42,106442.84,100
Festivals and fairs,32497,4,0,Merchandise,33928.33,66183.64,95.07
Festivals and fairs,32497,4,0,In Kind,91033.59,182067.18,100
Festivals and fairs,32497,4,0,Philanthropy,95540.58,150088.75,57.09
Sports events,34498,1,933.66,Philanthropy,6150.55,12301.1,100
Community and Charity events,929,1,799.15,Media Sponsorship,67818.91,77003.02,13.54
Sports events,55093,4,40.64,Merchandise,1287.06,2574.12,100
Sports events,55093,4,40.64,Influencer,64898.74,129797.48,100
Sports events,55093,4,40.64,In Kind,13086.68,26173.36,100
Sports events,55093,4,40.64,Financial,9212.18,18424.36,100
Community and Charity events,2115,5,858.77,Media Sponsorship,16013.69,22620.73,41.26
Community and Charity events,2115,5,858.77,Food Stalls,19783.99,38670.17,95.46
Community and Charity events,2115,5,858.77,Food Stalls,12234.39,24468.78,100
Community and Charity events,2115,5,858.77,Media Sponsorship,8458.95,14477.54,71.15
Community and Charity events,2115,5,858.77,Financial,68572.89,137145.78,100
Sports events,63939,1,198.68,Media Sponsorship,36887.29,73774.58,100
Community and Charity events,1931,3,132.73,Financial,36168.75,72337.5,100
Community and Charity events,1931,3,132.73,Financial,103190.59,206381.18,100
Community and Charity events,1931,3,132.73,In Kind,8864.54,14083.12,58.87
Festivals and fairs,29826,2,0,Financial,93456.94,186913.88,100
Festivals and fairs,29826,2,0,Influencer,40936.94,81873.88,100
Festivals and fairs,27521,3,0,Influencer,87532.77,175065.54,100
Festivals and fairs,27521,3,0,Merchandise,46802.61,93605.22,100
Festivals and fairs,27521,3,0,Influencer,58865.34,117730.68,100
Community and Charity events,4506,4,517.71,Philanthropy,80453.89,127513.61,58.49
Community and Charity events,4506,4,517.71,Financial,55961.22,108638.37,94.13
Community and Charity events,4506,4,517.71,Influencer,54846.56,109693.12,100
Community and Charity events,4506,4,517.71,Food Stalls,47947.81,55284.07,15.3
Conferences and seminars,1562,3,707.47,Merchandise,1373.27,2680.9,95.22
Conferences and seminars,1562,3,707.47,Merchandise,5234.82,7179.86,37.16
Conferences and seminars,1562,3,707.47,Financial,175243.71,350487.42,100
Virtual event,8501,4,0,In Kind,43459.92,78676.94,81.03
Virtual event,8501,4,0,Media Sponsorship,16378.88,32757.76,100
Virtual event,8501,4,0,Philanthropy,54406.89,86414.45,58.83
Virtual event,8501,4,0,In Kind,12613.4,22096.94,75.19
Sports events,62757,2,122.93,Food Stalls,22084.87,44169.74,100
Sports events,62757,2,122.93,Media Sponsorship,69764.38,139528.76,100
Virtual event,4155,2,0,Financial,49701.99,95936.13,93.02
Virtual event,4155,2,0,Philanthropy,42166.19,69179.7,64.06
Entertainment and media events,29243,2,20269.56,Food Stalls,7277.42,14554.84,100
Entertainment and media events,29243,2,20269.56,Food Stalls,22578.54,45157.08,100
Community and Charity events,968,1,995.82,Financial,2202.22,2202.22,0
Virtual event,7145,3,0,Philanthropy,6551.0,7787.68,18.88
Virtual event,7145,3,0,In Kind,12204.96,23694.67,94.14
Virtual event,7145,3,0,Financial,167813.6,335627.2,100
Conferences and seminars,2575,1,184.98,Philanthropy,68706.43,137412.86,100
Virtual event,9100,5,0,Media Sponsorship,24059.69,48119.38,100
Virtual event,9100,5,0,Financial,189849.68,379699.36,100
Virtual event,9100,5,0,Financial,186515.37,373030.74,100
Virtual event,9100,5,0,Philanthropy,2140.02,4112.85,92.19
Virtual event,9100,5,0,Philanthropy,79182.02,140665.85,77.65
Virtual event,6811,3,0,Financial,113311.49,226622.98,100
Virtual event,6811,3,0,Financial,14018.47,26065.38,85.94
Virtual event,6811,3,0,Philanthropy,53966.05,96207.67,78.27
Virtual event,530,2,0,Media Sponsorship,26340.12,26340.12,0
Virtual event,530,2,0,In Kind,87320.59,87320.59,0
Conferences and seminars,933,2,611.18,Financial,90938.02,96300.39,5.9
Conferences and seminars,933,2,611.18,Media Sponsorship,77179.28,115798.1,50.04
Virtual event,4311,3,0,Media Sponsorship,95534.99,185917.03,94.61
Virtual event,4311,3,0,Merchandise,8731.34,17462.68,100
Virtual event,4311,3,0,Philanthropy,46550.63,91333.7,96.2
Festivals and fairs,38330,2,0,Influencer,3013.55,6027.1,100
Festivals and fairs,38330,2,0,Merchandise,35322.04,70644.08,100
Conferences and seminars,4802,5,809.46,Financial,53958.94,107917.88,100
Conferences and seminars,4802,5,809.46,Financial,38472.7,76945.4,100
Conferences and seminars,4802,5,809.46,Merchandise,7551.94,13606.98,80.18
Conferences and seminars,4802,5,809.46,Merchandise,16468.5,32937.0,100
Conferences and seminars,4802,5,809.46,Food Stalls,15590.39,25945.09,66.42
Festivals and fairs,81870,4,0,Influencer,32481.16,64962.32,100
Festivals and fairs,81870,4,0,Financial,174393.56,348787.12,100
Festivals and fairs,81870,4,0,Influencer,10725.17,21450.34,100
Festivals and fairs,81870,4,0,Food Stalls,29621.11,59242.22,100
Sports events,71978,3,218.16,Merchandise,4645.06,9290.12,100
Sports events,71978,3,218.16,Merchandise,9373.36,18746.72,100
Sports events,71978,3,218.16,In Kind,91090.46,182180.92,100
Conferences and seminars,1099,5,245.44,Food Stalls,6907.1,10086.89,46.04
Conferences and seminars,1099,5,245.44,Food Stalls,28752.57,29019.42,0.93
Conferences and seminars,1099,5,245.44,Merchandise,21968.18,21968.18,0
Conferences and seminars,1099,5,245.44,Media Sponsorship,93908.56,101508.63,8.09
Conferences and seminars,1099,5,245.44,Financial,109382.25,121132.09,10.74
Entertainment and media events,36588,1,52651.09,Financial,187340.33,374680.66,100
Virtual event,4320,3,0,Media Sponsorship,29756.67,59513.34,100
Virtual event,4320,3,0,Philanthropy,16978.52,33957.04,100
Virtual event,4320,3,0,Financial,152641.19,305282.38,100
Entertainment and media events,22953,5,37498.51,Influencer,25997.58,51995.16,100
Entertainment and media events,22953,5,37498.51,Food Stalls,23716.46,47432.92,100
Entertainment and media events,22953,5,37498.51,Media Sponsorship,57835.15,115670.3,100
Entertainment and media events,22953,5,37498.51,Media Sponsorship,4473.0,8946.0,100
Entertainment and media events,22953,5,37498.51,In Kind,43571.21,64319.3,47.62
Community and Charity events,1046,1,42.75,Philanthropy,84971.96,84971.96,0
Conferences and seminars,1707,5,104.71,Food Stalls,14035.65,27313.5,94.6
Conferences and seminars,1707,5,104.71,Philanthropy,47019.73,56938.23,21.09
Conferences and seminars,1707,5,104.71,Influencer,63961.54,127923.08,100
Conferences and seminars,1707,5,104.71,Merchandise,9199.28,12704.59,38.1
Conferences and seminars,1707,5,104.71,Food Stalls,33170.8,43868.29,32.25
Festivals and fairs,73219,4,0,Philanthropy,12469.01,24938.02,100
Festivals and fairs,73219,4,0,Food Stalls,12640.63,25281.26,100
Festivals and fairs,73219,4,0,Merchandise,6943.72,13887.44,100
Festivals and fairs,73219,4,0,Financial,163254.79,326509.58,100
Virtual event,9495,3,0,Influencer,35848.17,71696.34,100
Virtual event,9495,3,0,Merchandise,43393.08,80038.34,84.45
Virtual event,9495,3,0,In Kind,7841.12,15682.24,100
Sports events,7464,4,190.81,Merchandise,1792.46,3584.92,100
Sports events,7464,4,190.81,In Kind,67453.92,134907.84,100
Sports events,7464,4,190.81,Financial,144017.25,288034.5,100
Sports events,7464,4,190.81,Influencer,92253.67,184507.34,100
Conferences and seminars,4958,4,252.88,Influencer,47438.44,94876.88,100
Conferences and seminars,4958,4,252.88,Merchandise,10059.94,16623.8,65.25
Conferences and seminars,4958,4,252.88,Philanthropy,86248.25,159915.36,85.41
Conferences and seminars,4958,4,252.88,In Kind,53242.86,93280.65,75.2
Community and Charity events,475,5,612.42,Food Stalls,30026.98,30026.98,0
Community and Charity events,475,5,612.42,Philanthropy,95761.17,95761.17,0
Community and Charity events,475,5,612.42,Food Stalls,29629.97,29629.97,0
Community and Charity events,475,5,612.42,Financial,178310.21,178310.21,0
Community and Charity events,475,5,612.42,In Kind,49627.68,49627.68,0
Conferences and seminars,3733,1,488.58,Financial,120545.19,241090.38,100
Community and Charity events,2873,4,751.97,Media Sponsorship,97446.04,190423.34,95.41
Community and Charity events,2873,4,751.97,Merchandise,5013.63,8446.71,68.47
Community and Charity events,2873,4,751.97,Influencer,44651.05,82523.35,84.82
Community and Charity events,2873,4,751.97,Media Sponsorship,79120.87,158241.74,100
Conferences and seminars,3543,4,508.9,In Kind,23772.22,47544.44,100
Conferences and seminars,3543,4,508.9,Media Sponsorship,3018.09,6036.18,100
Conferences and seminars,3543,4,508.9,Philanthropy,30980.36,61960.72,100
Conferences and seminars,3543,4,508.9,Philanthropy,58991.69,112287.54,90.34
Community and Charity events,563,5,426.35,Financial,144873.96,144873.96,0
Community and Charity events,563,5,426.35,In Kind,17373.83,17373.83,0
Community and Charity events,563,5,426.35,Philanthropy,55638.31,55638.31,0
Community and Charity events,563,5,426.35,Media Sponsorship,29031.26,29031.26,0
Community and Charity events,563,5,426.35,Financial,8447.82,8447.82,0
Entertainment and media events,49691,4,45120.41,Merchandise,46905.81,93811.62,100
Entertainment and media events,49691,4,45120.41,Financial,137594.79,275189.58,100
Entertainment and media events,49691,4,45120.41,Philanthropy,99690.51,199381.02,100
Entertainment and media events,49691,4,45120.41,Philanthropy,25484.97,50969.94,100
Sports events,44156,5,171.3,Merchandise,43680.41,87360.82,100
Sports events,44156,5,171.3,In Kind,5168.12,10336.24,100
Sports events,44156,5,171.3,Merchandise,34510.41,67392.72,95.28
Sports events,44156,5,171.3,In Kind,76088.77,152177.54,100
Sports events,44156,5,171.3,Media Sponsorship,8565.39,17130.78,100
Sports events,83431,1,421.78,Influencer,55115.32,110230.64,100
Community and Charity events,1050,4,337.51,Media Sponsorship,32549.56,32549.56,0
Community and Charity events,1050,4,337.51,Food Stalls,22410.38,22410.38,0
Community and Charity events,1050,4,337.51,Influencer,51894.65,54377.04,4.78
Community and Charity events,1050,4,337.51,Food Stalls,32227.98,36197.79,12.32
Entertainment and media events,45960,5,7177.27,Financial,112044.25,224088.5,100
Entertainment and media events,45960,5,7177.27,Financial,73357.63,146715.26,100
Entertainment and media events,45960,5,7177.27,In Kind,3593.34,6003.33,67.07
Entertainment and media events,45960,5,7177.27,Philanthropy,1244.25,2488.5,100
Entertainment and media events,45960,5,7177.27,Merchandise,22333.18,42319.28,89.49
Community and Charity events,3969,1,200.6,Food Stalls,21970.81,32297.61,47.0
Festivals and fairs,87897,1,0,Philanthropy,51728.91,84974.6,64.27
Sports events,95757,4,529.74,Financial,177324.4,354648.8,100
Sports events,95757,4,529.74,In Kind,83614.15,167228.3,100
Sports events,95757,4,529.74,Media Sponsorship,34895.23,69790.46,100
Sports events,95757,4,529.74,Food Stalls,38680.14,77360.28,100
Conferences and seminars,4004,3,695.35,Financial,163764.43,327528.86,100
Conferences and seminars,4004,3,695.35,Influencer,71694.82,143389.64,100
Conferences and seminars,4004,3,695.35,Philanthropy,72154.46,144308.92,100
Community and Charity events,1136,1,122.81,Philanthropy,45606.73,47791.25,4.79
Sports events,74025,5,736.94,Influencer,23460.79,46921.58,100
Sports events,74025,5,736.94,Media Sponsorship,88620.03,177240.06,100
Sports events,74025,5,736.94,Financial,132182.34,264364.68,100
Sports events,74025,5,736.94,Food Stalls,2653.47,5306.94,100
Sports events,74025,5,736.94,Financial,82586.13,165172.26,100
Sports events,42904,5,867.19,Philanthropy,91124.57,182249.14,100
Sports events,42904,5,867.19,Media Sponsorship,53903.11,107806.22,100
